iso_639_3,language_code,script,language_name,total_characters,total_frequency,data_source,years_count,min_year,max_year,relative_path
hak,hak_Hani,Hani,Hakka Chinese,7147,812766,"FineWeb2, v2.1.0",8,2017,2024,DATA/hak_Hani
mto,mto_Latn,Latn,Totontepec Mixe,90,810228,"FineWeb2, v2.1.0",3,2014,2022,DATA/mto_Latn
txq,txq_Latn,Latn,Tii,83,809348,"FineWeb2, v2.1.0",6,2016,2024,DATA/txq_Latn
kje,kje_Latn,Latn,Kisar,80,808840,"FineWeb2, v2.1.0",3,2014,2022,DATA/kje_Latn
nuy,nuy_Latn,Latn,Nunggubuyu,79,808392,"FineWeb2, v2.1.0",5,2017,2022,DATA/nuy_Latn
lfn,lfn_Cyrl,Cyrl,Lingua Franca Nova,228,806494,"FineWeb2, v2.1.0",11,2013,2024,DATA/lfn_Cyrl
gnw,gnw_Latn,Latn,Western Bolivian Guaraní,109,798432,"FineWeb2, v2.1.0",7,2014,2023,DATA/gnw_Latn
kwf,kwf_Latn,Latn,Kwara'ae,95,796893,"FineWeb2, v2.1.0",10,2013,2024,DATA/kwf_Latn
plu,plu_Latn,Latn,Palikúr,95,793714,"FineWeb2, v2.1.0",8,2013,2022,DATA/plu_Latn
dgr,dgr_Latn,Latn,Tlicho,133,788597,"FineWeb2, v2.1.0",9,2014,2024,DATA/dgr_Latn
enl,enl_Latn,Latn,Enlhet,96,787406,"FineWeb2, v2.1.0",3,2019,2023,DATA/enl_Latn
ame,ame_Latn,Latn,Yanesha',122,785840,"FineWeb2, v2.1.0",9,2013,2023,DATA/ame_Latn
und,und_Bamu,Bamu,Undetermined,1752,782142,"FineWeb2, v2.1.0",9,2016,2024,DATA/und_Bamu
nhg,nhg_Latn,Latn,Tetelcingo Nahuatl,87,781369,"FineWeb2, v2.1.0",6,2014,2024,DATA/nhg_Latn
zyp,zyp_Latn,Latn,Zyphe Chin,102,779619,"FineWeb2, v2.1.0",8,2013,2023,DATA/zyp_Latn
rav,rav_Deva,Deva,Sampang,95,769202,"FineWeb2, v2.1.0",3,2014,2017,DATA/rav_Deva
kbh,kbh_Latn,Latn,Camsá,100,766792,"FineWeb2, v2.1.0",5,2014,2023,DATA/kbh_Latn
suz,suz_Deva,Deva,Sunwar,126,766693,"FineWeb2, v2.1.0",6,2017,2023,DATA/suz_Deva
kas,kas_Arab,Arab,Kashmiri,243,766378,"FineWeb2, v2.1.0",11,2013,2024,DATA/kas_Arab
tkr,tkr_Cyrl,Cyrl,Tsakhur,129,763655,"FineWeb2, v2.1.0",7,2017,2024,DATA/tkr_Cyrl
nyy,nyy_Latn,Latn,Nyakyusa-Ngonde,124,761928,"FineWeb2, v2.1.0",8,2013,2024,DATA/nyy_Latn
wbp,wbp_Latn,Latn,Warlpiri,80,761070,"FineWeb2, v2.1.0",7,2017,2024,DATA/wbp_Latn
kyf,kyf_Latn,Latn,Kouya,105,755823,"FineWeb2, v2.1.0",4,2014,2023,DATA/kyf_Latn
geb,geb_Latn,Latn,Kire,72,752855,"FineWeb2, v2.1.0",4,2019,2023,DATA/geb_Latn
ctp,ctp_Latn,Latn,Western Highland Chatino,97,752290,"FineWeb2, v2.1.0",6,2014,2023,DATA/ctp_Latn
kxc,kxc_Ethi,Ethi,Konso,185,748014,"FineWeb2, v2.1.0",5,2013,2019,DATA/kxc_Ethi
pls,pls_Latn,Latn,San Marcos Tlacoyalco Popoloca,105,744253,"FineWeb2, v2.1.0",10,2013,2024,DATA/pls_Latn
tiy,tiy_Latn,Latn,Tiruray,69,740909,"FineWeb2, v2.1.0",3,2017,2023,DATA/tiy_Latn
eza,eza_Latn,Latn,Ezaa,105,739051,"FineWeb2, v2.1.0",3,2017,2019,DATA/eza_Latn
nod,nod_Thai,Thai,Northern Thai,407,738915,"FineWeb2, v2.1.0",9,2015,2023,DATA/nod_Thai
nmf,nmf_Latn,Latn,Tangkhul Naga (India),113,732704,"FineWeb2, v2.1.0",8,2017,2024,DATA/nmf_Latn
bbb,bbb_Latn,Latn,Barai,72,731841,"FineWeb2, v2.1.0",3,2017,2020,DATA/bbb_Latn
amr,amr_Latn,Latn,Amarakaeri,93,731394,"FineWeb2, v2.1.0",7,2013,2023,DATA/amr_Latn
kix,kix_Latn,Latn,Khiamniungan Naga,86,730859,"FineWeb2, v2.1.0",5,2014,2024,DATA/kix_Latn
sat,sat_Latn,Latn,Santali,169,729199,"FineWeb2, v2.1.0",8,2013,2024,DATA/sat_Latn
kca,kca_Cyrl,Cyrl,Khanty,179,729055,"FineWeb2, v2.1.0",9,2016,2024,DATA/kca_Cyrl
eko,eko_Latn,Latn,Koti,79,726156,"FineWeb2, v2.1.0",5,2017,2022,DATA/eko_Latn
rng,rng_Latn,Latn,Ronga,151,720060,"FineWeb2, v2.1.0",6,2017,2023,DATA/rng_Latn
qxn,qxn_Latn,Latn,Northern Conchucos Ancash Quechua,106,716856,"FineWeb2, v2.1.0",9,2013,2024,DATA/qxn_Latn
azg,azg_Latn,Latn,San Pedro Amuzgos Amuzgo,91,715493,"FineWeb2, v2.1.0",8,2014,2024,DATA/azg_Latn
apu,apu_Latn,Latn,Apurinã,78,709793,"FineWeb2, v2.1.0",5,2014,2023,DATA/apu_Latn
trc,trc_Latn,Latn,Copala Triqui,115,709745,"FineWeb2, v2.1.0",9,2014,2024,DATA/trc_Latn
pao,pao_Latn,Latn,Northern Paiute,83,706191,"FineWeb2, v2.1.0",8,2013,2024,DATA/pao_Latn
qxr,qxr_Latn,Latn,Cañar Highland Quichua,303,704622,"FineWeb2, v2.1.0",7,2013,2021,DATA/qxr_Latn
xsr,xsr_Deva,Deva,Sherpa,125,695141,"FineWeb2, v2.1.0",8,2017,2024,DATA/xsr_Deva
eve,eve_Cyrl,Cyrl,Even,224,691831,"FineWeb2, v2.1.0",10,2013,2024,DATA/eve_Cyrl
mbl,mbl_Latn,Latn,Maxakalí,87,690589,"FineWeb2, v2.1.0",6,2014,2023,DATA/mbl_Latn
cut,cut_Latn,Latn,Teutila Cuicatec,83,689979,"FineWeb2, v2.1.0",6,2014,2024,DATA/cut_Latn
cao,cao_Latn,Latn,Chácobo,86,689602,"FineWeb2, v2.1.0",5,2014,2024,DATA/cao_Latn
mav,mav_Latn,Latn,Sateré-Mawé,101,685296,"FineWeb2, v2.1.0",8,2014,2024,DATA/mav_Latn
mwp,mwp_Latn,Latn,Kala Lagaw Ya,69,683774,"FineWeb2, v2.1.0",6,2014,2024,DATA/mwp_Latn
bzi,bzi_Thai,Thai,Bisu,243,679704,"FineWeb2, v2.1.0",9,2014,2024,DATA/bzi_Thai
und,und_Khmr,Khmr,Undetermined,604,674997,"FineWeb2, v2.1.0",12,2013,2024,DATA/und_Khmr
cpc,cpc_Latn,Latn,Ajyíninka Apurucayali,90,673792,"FineWeb2, v2.1.0",7,2014,2024,DATA/cpc_Latn
cbr,cbr_Latn,Latn,Cashibo-Cacataibo,96,672319,"FineWeb2, v2.1.0",7,2013,2023,DATA/cbr_Latn
mbs,mbs_Latn,Latn,Sarangani Manobo,82,669719,"FineWeb2, v2.1.0",5,2017,2022,DATA/mbs_Latn
mas,mas_Latn,Latn,Masai,134,669115,"FineWeb2, v2.1.0",10,2014,2024,DATA/mas_Latn
cto,cto_Latn,Latn,Emberá-Catío,112,665472,"FineWeb2, v2.1.0",4,2017,2021,DATA/cto_Latn
kgp,kgp_Latn,Latn,Kaingang,143,661813,"FineWeb2, v2.1.0",11,2013,2023,DATA/kgp_Latn
crk,crk_Latn,Latn,Plains Cree,225,661305,"FineWeb2, v2.1.0",9,2013,2024,DATA/crk_Latn
qvc,qvc_Latn,Latn,Cajamarca Quechua,104,657829,"FineWeb2, v2.1.0",7,2013,2024,DATA/qvc_Latn
bco,bco_Latn,Latn,Kaluli,80,647479,"FineWeb2, v2.1.0",5,2018,2024,DATA/bco_Latn
zos,zos_Latn,Latn,Francisco León Zoque,106,644809,"FineWeb2, v2.1.0",6,2014,2022,DATA/zos_Latn
faa,faa_Latn,Latn,Fasu,87,644244,"FineWeb2, v2.1.0",6,2013,2024,DATA/faa_Latn
kdi,kdi_Latn,Latn,Kumam,89,644218,"FineWeb2, v2.1.0",5,2014,2022,DATA/kdi_Latn
cwe,cwe_Latn,Latn,Kwere,74,643845,"FineWeb2, v2.1.0",7,2017,2023,DATA/cwe_Latn
kne,kne_Latn,Latn,Kankanaey,113,643780,"FineWeb2, v2.1.0",8,2015,2023,DATA/kne_Latn
cbi,cbi_Latn,Latn,Chachi,138,642186,"FineWeb2, v2.1.0",10,2013,2023,DATA/cbi_Latn
tew,tew_Latn,Latn,Tewa (USA),104,640562,"FineWeb2, v2.1.0",7,2018,2024,DATA/tew_Latn
bvd,bvd_Latn,Latn,Baeggu,79,624742,"FineWeb2, v2.1.0",3,2017,2024,DATA/bvd_Latn
lmp,lmp_Latn,Latn,Limbum,103,624738,"FineWeb2, v2.1.0",4,2017,2023,DATA/lmp_Latn
mqj,mqj_Latn,Latn,Mamasa,171,623183,"FineWeb2, v2.1.0",9,2014,2023,DATA/mqj_Latn
tgo,tgo_Latn,Latn,Sudest,79,620390,"FineWeb2, v2.1.0",5,2019,2023,DATA/tgo_Latn
kgf,kgf_Latn,Latn,Kube,88,619953,"FineWeb2, v2.1.0",5,2017,2024,DATA/kgf_Latn
bno,bno_Latn,Latn,Bantoanon,109,619429,"FineWeb2, v2.1.0",10,2013,2024,DATA/bno_Latn
caq,caq_Latn,Latn,Car Nicobarese,92,613173,"FineWeb2, v2.1.0",2,2017,2018,DATA/caq_Latn
hrx,hrx_Latn,Latn,Hunsrik,127,611452,"FineWeb2, v2.1.0",8,2017,2024,DATA/hrx_Latn
cot,cot_Latn,Latn,Caquinte,89,608607,"FineWeb2, v2.1.0",6,2014,2024,DATA/cot_Latn
xed,xed_Latn,Latn,Hdi,86,602581,"FineWeb2, v2.1.0",3,2017,2022,DATA/xed_Latn
nif,nif_Latn,Latn,Nek,85,601513,"FineWeb2, v2.1.0",3,2018,2023,DATA/nif_Latn
trp,trp_Latn,Latn,Kok Borok,198,596483,"FineWeb2, v2.1.0",8,2017,2024,DATA/trp_Latn
ncu,ncu_Latn,Latn,Chumburung,89,596054,"FineWeb2, v2.1.0",6,2013,2023,DATA/ncu_Latn
nss,nss_Latn,Latn,Nali,84,589638,"FineWeb2, v2.1.0",5,2013,2023,DATA/nss_Latn
vid,vid_Latn,Latn,Vidunda,73,584228,"FineWeb2, v2.1.0",7,2017,2023,DATA/vid_Latn
cjv,cjv_Latn,Latn,Chuave,68,584032,"FineWeb2, v2.1.0",5,2017,2022,DATA/cjv_Latn
cof,cof_Latn,Latn,Colorado,82,583826,"FineWeb2, v2.1.0",9,2013,2023,DATA/cof_Latn
pot,pot_Latn,Latn,Potawatomi,107,580010,"FineWeb2, v2.1.0",7,2013,2023,DATA/pot_Latn
gah,gah_Latn,Latn,Alekano,82,577938,"FineWeb2, v2.1.0",3,2018,2023,DATA/gah_Latn
mnk,mnk_Latn,Latn,Mandinka,145,576748,"FineWeb2, v2.1.0",10,2013,2023,DATA/mnk_Latn
sgw,sgw_Ethi,Ethi,Sebat Bet Gurage,381,569339,"FineWeb2, v2.1.0",10,2013,2024,DATA/sgw_Ethi
xtd,xtd_Latn,Latn,Diuxi-Tilantongo Mixtec,99,565291,"FineWeb2, v2.1.0",8,2013,2023,DATA/xtd_Latn
hns,hns_Latn,Latn,Caribbean Hindustani,164,562877,"FineWeb2, v2.1.0",10,2014,2024,DATA/hns_Latn
bkq,bkq_Latn,Latn,Bakairí,105,560613,"FineWeb2, v2.1.0",6,2014,2021,DATA/bkq_Latn
tuk,tuk_Arab,Arab,Turkmen,151,557359,"FineWeb2, v2.1.0",9,2016,2024,DATA/tuk_Arab
urt,urt_Latn,Latn,Urat,75,555488,"FineWeb2, v2.1.0",3,2018,2021,DATA/urt_Latn
aba,aba_Latn,Latn,Abé,754,554255,"FineWeb2, v2.1.0",3,2017,2019,DATA/aba_Latn
sxn,sxn_Latn,Latn,Sangir,115,552912,"FineWeb2, v2.1.0",8,2014,2024,DATA/sxn_Latn
lbj,lbj_Tibt,Tibt,Ladakhi,136,549472,"FineWeb2, v2.1.0",4,2020,2023,DATA/lbj_Tibt
cbt,cbt_Latn,Latn,Chayahuita,89,548916,"FineWeb2, v2.1.0",7,2013,2023,DATA/cbt_Latn
dhm,dhm_Latn,Latn,Zemba,86,541111,"FineWeb2, v2.1.0",4,2014,2019,DATA/dhm_Latn
kvg,kvg_Latn,Latn,Kuni-Boazi,115,536204,"FineWeb2, v2.1.0",5,2019,2024,DATA/kvg_Latn
bhg,bhg_Latn,Latn,Binandere,90,535269,"FineWeb2, v2.1.0",5,2013,2023,DATA/bhg_Latn
zab,zab_Latn,Latn,Western Tlacolula Valley Zapotec,106,533719,"FineWeb2, v2.1.0",9,2013,2023,DATA/zab_Latn
adz,adz_Latn,Latn,Adzera,88,530240,"FineWeb2, v2.1.0",7,2017,2024,DATA/adz_Latn
etr,etr_Latn,Latn,Edolo,89,529913,"FineWeb2, v2.1.0",6,2017,2022,DATA/etr_Latn
blw,blw_Latn,Latn,Balangao,88,528751,"FineWeb2, v2.1.0",7,2017,2024,DATA/blw_Latn
tkl,tkl_Latn,Latn,Tokelau,116,527510,"FineWeb2, v2.1.0",9,2013,2024,DATA/tkl_Latn
ogo,ogo_Latn,Latn,Khana,197,519141,"FineWeb2, v2.1.0",8,2013,2023,DATA/ogo_Latn
crm,crm_Cans,Cans,Moose Cree,259,519080,"FineWeb2, v2.1.0",8,2013,2024,DATA/crm_Cans
mbc,mbc_Latn,Latn,Macushi,112,518698,"FineWeb2, v2.1.0",6,2014,2022,DATA/mbc_Latn
too,too_Latn,Latn,Xicotepec De Juárez Totonac,88,516419,"FineWeb2, v2.1.0",5,2014,2023,DATA/too_Latn
msk,msk_Latn,Latn,Mansaka,63,516308,"FineWeb2, v2.1.0",6,2017,2024,DATA/msk_Latn
cgc,cgc_Latn,Latn,Kagayanen,109,515010,"FineWeb2, v2.1.0",9,2013,2024,DATA/cgc_Latn
und,und_Cher,Cher,Undetermined,1550,514163,"FineWeb2, v2.1.0",12,2013,2024,DATA/und_Cher
cek,cek_Latn,Latn,Eastern Khumi Chin,159,514065,"FineWeb2, v2.1.0",8,2013,2024,DATA/cek_Latn
kzj,kzj_Latn,Latn,UNKNOWN,195,512938,"FineWeb2, v2.1.0",10,2013,2024,DATA/kzj_Latn
abs,abs_Latn,Latn,Ambonese Malay,117,510182,"FineWeb2, v2.1.0",11,2014,2024,DATA/abs_Latn
beq,beq_Latn,Latn,Beembe,77,507426,"FineWeb2, v2.1.0",4,2017,2022,DATA/beq_Latn
kkl,kkl_Latn,Latn,Kosarek Yale,76,504399,"FineWeb2, v2.1.0",4,2020,2023,DATA/kkl_Latn
sxb,sxb_Latn,Latn,Suba,82,502170,"FineWeb2, v2.1.0",7,2017,2024,DATA/sxb_Latn
prg,prg_Latn,Latn,Prussian,233,492865,"FineWeb2, v2.1.0",10,2013,2024,DATA/prg_Latn
rgu,rgu_Latn,Latn,Ringgou,79,492345,"FineWeb2, v2.1.0",4,2019,2023,DATA/rgu_Latn
nlg,nlg_Latn,Latn,Gela,97,491355,"FineWeb2, v2.1.0",7,2017,2024,DATA/nlg_Latn
bqp,bqp_Latn,Latn,Busa,103,490971,"FineWeb2, v2.1.0",4,2017,2023,DATA/bqp_Latn
mwn,mwn_Latn,Latn,Nyamwanga,112,488208,"FineWeb2, v2.1.0",6,2017,2024,DATA/mwn_Latn
bsq,bsq_Latn,Latn,Bassa,153,488123,"FineWeb2, v2.1.0",7,2013,2024,DATA/bsq_Latn
apn,apn_Latn,Latn,Apinayé,77,487675,"FineWeb2, v2.1.0",5,2014,2022,DATA/apn_Latn
otw,otw_Latn,Latn,Ottawa,145,484047,"FineWeb2, v2.1.0",9,2013,2023,DATA/otw_Latn
mio,mio_Latn,Latn,Pinotepa Nacional Mixtec,97,483738,"FineWeb2, v2.1.0",9,2014,2024,DATA/mio_Latn
kvn,kvn_Latn,Latn,Border Kuna,87,481482,"FineWeb2, v2.1.0",5,2014,2022,DATA/kvn_Latn
pem,pem_Latn,Latn,Phende,104,477640,"FineWeb2, v2.1.0",3,2014,2018,DATA/pem_Latn
myk,myk_Latn,Latn,Mamara Senoufo,108,471816,"FineWeb2, v2.1.0",7,2013,2024,DATA/myk_Latn
poi,poi_Latn,Latn,Highland Popoluca,95,471205,"FineWeb2, v2.1.0",7,2014,2024,DATA/poi_Latn
zar,zar_Latn,Latn,Rincón Zapotec,97,465785,"FineWeb2, v2.1.0",5,2014,2023,DATA/zar_Latn
tku,tku_Latn,Latn,Upper Necaxa Totonac,110,464058,"FineWeb2, v2.1.0",5,2014,2023,DATA/tku_Latn
amx,amx_Latn,Latn,Anmatyerre,78,463058,"FineWeb2, v2.1.0",2,2021,2022,DATA/amx_Latn
yaq,yaq_Latn,Latn,Yaqui,69,462926,"FineWeb2, v2.1.0",5,2014,2023,DATA/yaq_Latn
qxo,qxo_Latn,Latn,Southern Conchucos Ancash Quechua,122,458966,"FineWeb2, v2.1.0",9,2013,2023,DATA/qxo_Latn
tod,tod_Latn,Latn,Toma,97,458590,"FineWeb2, v2.1.0",6,2017,2023,DATA/tod_Latn
csw,csw_Latn,Latn,Swampy Cree,272,457351,"FineWeb2, v2.1.0",11,2013,2024,DATA/csw_Latn
tmd,tmd_Latn,Latn,Haruai,81,452096,"FineWeb2, v2.1.0",3,2021,2023,DATA/tmd_Latn
apw,apw_Latn,Latn,Western Apache,105,448056,"FineWeb2, v2.1.0",7,2014,2024,DATA/apw_Latn
pib,pib_Latn,Latn,Yine,79,447119,"FineWeb2, v2.1.0",6,2014,2023,DATA/pib_Latn
rej,rej_Latn,Latn,Rejang,98,446823,"FineWeb2, v2.1.0",9,2013,2022,DATA/rej_Latn
cpb,cpb_Latn,Latn,Ucayali-Yurúa Ashéninka,91,443401,"FineWeb2, v2.1.0",6,2014,2022,DATA/cpb_Latn
ttc,ttc_Latn,Latn,Tektiteko,95,441137,"FineWeb2, v2.1.0",6,2014,2024,DATA/ttc_Latn
und,und_Goth,Goth,Undetermined,349,440719,"FineWeb2, v2.1.0",12,2013,2024,DATA/und_Goth
zaa,zaa_Latn,Latn,Sierra de Juárez Zapotec,98,440054,"FineWeb2, v2.1.0",6,2014,2024,DATA/zaa_Latn
dga,dga_Latn,Latn,Southern Dagaare,212,439960,"FineWeb2, v2.1.0",9,2013,2024,DATA/dga_Latn
kdc,kdc_Latn,Latn,Kutu,78,435818,"FineWeb2, v2.1.0",7,2018,2024,DATA/kdc_Latn
syb,syb_Latn,Latn,Central Subanen,83,435762,"FineWeb2, v2.1.0",6,2017,2024,DATA/syb_Latn
abz,abz_Latn,Latn,Abui,91,435537,"FineWeb2, v2.1.0",6,2014,2022,DATA/abz_Latn
tna,tna_Latn,Latn,Tacana,91,433569,"FineWeb2, v2.1.0",5,2017,2022,DATA/tna_Latn
boa,boa_Latn,Latn,Bora,94,433480,"FineWeb2, v2.1.0",8,2013,2023,DATA/boa_Latn
ruf,ruf_Latn,Latn,Luguru,73,433414,"FineWeb2, v2.1.0",7,2017,2023,DATA/ruf_Latn
amk,amk_Latn,Latn,Ambai,79,432954,"FineWeb2, v2.1.0",6,2017,2023,DATA/amk_Latn
bzd,bzd_Latn,Latn,Bribri,158,432057,"FineWeb2, v2.1.0",8,2013,2022,DATA/bzd_Latn
daa,daa_Latn,Latn,Dangaléat,102,431847,"FineWeb2, v2.1.0",6,2014,2023,DATA/daa_Latn
mer,mer_Latn,Latn,Meru,100,431782,"FineWeb2, v2.1.0",9,2013,2024,DATA/mer_Latn
atg,atg_Latn,Latn,Ivbie North-Okpela-Arhe,99,429844,"FineWeb2, v2.1.0",7,2014,2022,DATA/atg_Latn
mgh,mgh_Latn,Latn,Makhuwa-Meetto,134,426363,"FineWeb2, v2.1.0",5,2018,2024,DATA/mgh_Latn
kpe,kpe_Latn,Latn,Kpelle,166,425518,"FineWeb2, v2.1.0",9,2013,2024,DATA/kpe_Latn
nnq,nnq_Latn,Latn,Ngindo,85,425243,"FineWeb2, v2.1.0",6,2018,2024,DATA/nnq_Latn
kbq,kbq_Latn,Latn,Kamano,90,425015,"FineWeb2, v2.1.0",4,2018,2023,DATA/kbq_Latn
ssx,ssx_Latn,Latn,Samberigi,73,424203,"FineWeb2, v2.1.0",4,2017,2023,DATA/ssx_Latn
nuj,nuj_Latn,Latn,Nyole,93,424012,"FineWeb2, v2.1.0",7,2018,2024,DATA/nuj_Latn
nin,nin_Latn,Latn,Ninzo,121,422906,"FineWeb2, v2.1.0",7,2014,2023,DATA/nin_Latn
tav,tav_Latn,Latn,Tatuyo,103,422784,"FineWeb2, v2.1.0",4,2019,2024,DATA/tav_Latn
mih,mih_Latn,Latn,Chayuco Mixtec,86,421340,"FineWeb2, v2.1.0",5,2014,2024,DATA/mih_Latn
kdl,kdl_Latn,Latn,Tsikimba,92,420886,"FineWeb2, v2.1.0",5,2014,2022,DATA/kdl_Latn
mir,mir_Latn,Latn,Isthmus Mixe,95,419240,"FineWeb2, v2.1.0",5,2013,2023,DATA/mir_Latn
nus,nus_Latn,Latn,Nuer,164,418589,"FineWeb2, v2.1.0",10,2013,2024,DATA/nus_Latn
guk,guk_Ethi,Ethi,Gumuz,246,417548,"FineWeb2, v2.1.0",3,2013,2019,DATA/guk_Ethi
tcs,tcs_Latn,Latn,Torres Strait Creole,96,416963,"FineWeb2, v2.1.0",8,2017,2024,DATA/tcs_Latn
msb,msb_Latn,Latn,Masbatenyo,140,413747,"FineWeb2, v2.1.0",7,2017,2023,DATA/msb_Latn
tsw,tsw_Latn,Latn,Tsishingini,96,413278,"FineWeb2, v2.1.0",6,2014,2024,DATA/tsw_Latn
eri,eri_Latn,Latn,Ogea,90,411323,"FineWeb2, v2.1.0",4,2018,2023,DATA/eri_Latn
swb,swb_Latn,Latn,Maore Comorian,112,408914,"FineWeb2, v2.1.0",6,2016,2021,DATA/swb_Latn
liv,liv_Latn,Latn,Liv,257,407610,"FineWeb2, v2.1.0",9,2013,2024,DATA/liv_Latn
ted,ted_Latn,Latn,Tepo Krumen,93,406968,"FineWeb2, v2.1.0",4,2017,2022,DATA/ted_Latn
zas,zas_Latn,Latn,Santo Domingo Albarradas Zapotec,92,406669,"FineWeb2, v2.1.0",6,2013,2023,DATA/zas_Latn
nfa,nfa_Latn,Latn,Dhao,95,404127,"FineWeb2, v2.1.0",5,2017,2023,DATA/nfa_Latn
agt,agt_Latn,Latn,Central Cagayan Agta,72,403630,"FineWeb2, v2.1.0",6,2017,2023,DATA/agt_Latn
mvn,mvn_Latn,Latn,Minaveha,72,403366,"FineWeb2, v2.1.0",4,2019,2023,DATA/mvn_Latn
zgh,zgh_Tfng,Tfng,Standard Moroccan Tamazight,165,403045,"FineWeb2, v2.1.0",8,2017,2024,DATA/zgh_Tfng
pwn,pwn_Latn,Latn,Paiwan,2284,401913,"FineWeb2, v2.1.0",7,2018,2024,DATA/pwn_Latn
wmw,wmw_Latn,Latn,Mwani,109,401550,"FineWeb2, v2.1.0",8,2013,2023,DATA/wmw_Latn
izz,izz_Latn,Latn,Izii,106,401096,"FineWeb2, v2.1.0",4,2018,2022,DATA/izz_Latn
not,not_Latn,Latn,Nomatsiguenga,93,397311,"FineWeb2, v2.1.0",6,2013,2022,DATA/not_Latn
huu,huu_Latn,Latn,Murui Huitoto,117,397004,"FineWeb2, v2.1.0",10,2013,2024,DATA/huu_Latn
nbu,nbu_Latn,Latn,Rongmei Naga,86,395523,"FineWeb2, v2.1.0",6,2019,2024,DATA/nbu_Latn
anv,anv_Latn,Latn,Denya,92,393561,"FineWeb2, v2.1.0",7,2013,2024,DATA/anv_Latn
azz,azz_Latn,Latn,Highland Puebla Nahuatl,81,393143,"FineWeb2, v2.1.0",4,2013,2019,DATA/azz_Latn
for,for_Latn,Latn,Fore,53,393054,"FineWeb2, v2.1.0",6,2019,2024,DATA/for_Latn
mwc,mwc_Latn,Latn,Are,86,392056,"FineWeb2, v2.1.0",5,2018,2023,DATA/mwc_Latn
nko,nko_Latn,Latn,Nkonya,112,391377,"FineWeb2, v2.1.0",6,2014,2024,DATA/nko_Latn
upv,upv_Latn,Latn,Uripiv-Wala-Rano-Atchin,74,391075,"FineWeb2, v2.1.0",7,2014,2024,DATA/upv_Latn
lwo,lwo_Latn,Latn,Luwo,82,390889,"FineWeb2, v2.1.0",5,2013,2024,DATA/lwo_Latn
bkd,bkd_Latn,Latn,Binukid,76,390287,"FineWeb2, v2.1.0",8,2016,2024,DATA/bkd_Latn
mlh,mlh_Latn,Latn,Mape,88,386745,"FineWeb2, v2.1.0",4,2018,2023,DATA/mlh_Latn
moh,moh_Latn,Latn,Mohawk,225,382371,"FineWeb2, v2.1.0",7,2013,2023,DATA/moh_Latn
kgk,kgk_Latn,Latn,Kaiwá,106,381003,"FineWeb2, v2.1.0",5,2016,2022,DATA/kgk_Latn
gvn,gvn_Latn,Latn,Kuku-Yalanji,84,380027,"FineWeb2, v2.1.0",6,2015,2024,DATA/gvn_Latn
auc,auc_Latn,Latn,Waorani,89,379375,"FineWeb2, v2.1.0",4,2014,2022,DATA/auc_Latn
mni,mni_Mtei,Mtei,Manipuri,365,376576,"FineWeb2, v2.1.0",6,2019,2024,DATA/mni_Mtei
luc,luc_Latn,Latn,Aringa,118,375585,"FineWeb2, v2.1.0",4,2021,2024,DATA/luc_Latn
wed,wed_Latn,Latn,Wedau,102,372719,"FineWeb2, v2.1.0",6,2015,2023,DATA/wed_Latn
prf,prf_Latn,Latn,Paranan,102,370989,"FineWeb2, v2.1.0",6,2014,2023,DATA/prf_Latn
hae,hae_Latn,Latn,Eastern Oromo,386,369179,"FineWeb2, v2.1.0",11,2013,2023,DATA/hae_Latn
mit,mit_Latn,Latn,Southern Puebla Mixtec,105,368952,"FineWeb2, v2.1.0",7,2013,2024,DATA/mit_Latn
sey,sey_Latn,Latn,Secoya,93,366479,"FineWeb2, v2.1.0",4,2017,2022,DATA/sey_Latn
ttj,ttj_Latn,Latn,Tooro,105,364640,"FineWeb2, v2.1.0",10,2013,2024,DATA/ttj_Latn
ake,ake_Latn,Latn,Akawaio,79,362346,"FineWeb2, v2.1.0",4,2013,2019,DATA/ake_Latn
ati,ati_Latn,Latn,Attié,117,362040,"FineWeb2, v2.1.0",5,2017,2021,DATA/ati_Latn
stp,stp_Latn,Latn,Southeastern Tepehuan,90,361807,"FineWeb2, v2.1.0",7,2013,2023,DATA/stp_Latn
amf,amf_Latn,Latn,Hamer-Banna,83,360806,"FineWeb2, v2.1.0",6,2017,2024,DATA/amf_Latn
spm,spm_Latn,Latn,Akukem,72,358047,"FineWeb2, v2.1.0",3,2019,2023,DATA/spm_Latn
zpm,zpm_Latn,Latn,Mixtepec Zapotec,99,357481,"FineWeb2, v2.1.0",5,2014,2024,DATA/zpm_Latn
wls,wls_Latn,Latn,Wallisian,162,357020,"FineWeb2, v2.1.0",9,2013,2024,DATA/wls_Latn
sil,sil_Latn,Latn,Tumulung Sisaala,90,356190,"FineWeb2, v2.1.0",7,2013,2024,DATA/sil_Latn
huv,huv_Latn,Latn,San Mateo Del Mar Huave,111,354255,"FineWeb2, v2.1.0",9,2013,2022,DATA/huv_Latn
kck,kck_Latn,Latn,Kalanga,119,352420,"FineWeb2, v2.1.0",10,2013,2024,DATA/kck_Latn
hnn,hnn_Latn,Latn,Hanunoo,213,350591,"FineWeb2, v2.1.0",6,2013,2022,DATA/hnn_Latn
awx,awx_Latn,Latn,Awara,87,348993,"FineWeb2, v2.1.0",6,2017,2023,DATA/awx_Latn
soy,soy_Latn,Latn,Miyobe,86,348979,"FineWeb2, v2.1.0",3,2017,2020,DATA/soy_Latn
